capacity_leased_mbps,nM,nV,valid,interval_contains,pV_formula_error,pM_root_residual,revenue_identity_error
100.0,1738.7898790061292,261.21012099387076,True,True,0.0,-1.6834178495628294e-09,0.0
100.0,1740.1211780292015,259.8788219707985,True,True,0.0,2.730189407884609e-10,0.0
100.0,1741.4524770522735,258.5475229477265,True,True,0.0,-2.2282620193436742e-11,0.0
100.0,1742.7837760753457,257.2162239246543,True,True,0.0,-4.585928081723978e-08,0.0
100.0,1744.115075098418,255.88492490158205,True,True,0.0,-8.526512829121202e-14,0.0
100.0,1745.44637412149,254.55362587851005,True,True,0.0,1.4495071809506044e-12,4.547473508864641e-13
100.0,1746.777673144562,253.22232685543804,True,True,0.0,2.5295321393059567e-12,0.0
100.0,1748.1089721676342,251.8910278323658,True,True,0.0,8.262190931418445e-11,0.0
100.0,1749.4402711907064,250.55972880929357,True,True,0.0,2.6287239052180666e-09,0.0
100.0,1750.7715702137784,249.22842978622157,True,True,0.0,4.216812499180378e-08,0.0
100.0,1752.1028692368507,247.89713076314933,True,True,0.0,-5.4569682106375694e-12,0.0
100.0,1753.4341682599227,246.56583174007733,True,True,0.0,-1.2812506611226127e-10,0.0
100.0,1754.765467282995,245.2345327170051,True,True,0.0,-1.8830803583114175e-09,0.0
100.0,1756.096766306067,243.9032336939331,True,True,0.0,-2.050342118309345e-08,0.0
100.0,1757.4280653291391,242.57193467086086,True,True,0.0,2.597931825221167e-08,0.0
100.0,1758.7593643522114,241.24063564778862,True,True,0.0,-2.2168933355715126e-12,0.0
100.0,1760.0906633752834,239.90933662471662,True,True,0.0,-3.771560841414612e-11,0.0
100.0,1761.4219623983556,238.57803760164438,True,True,0.0,-4.3593217924353667e-10,0.0
100.0,1762.7532614214276,237.24673857857238,True,True,0.0,7.261746759468224e-11,0.0
100.0,1764.0845604444999,235.91543955550014,True,True,0.0,6.114646566857118e-10,0.0
100.0,1765.4158594675719,234.58414053242814,True,True,0.0,1.2121574854973005e-09,0.0
100.0,1766.747158490644,233.2528415093559,True,True,0.0,2.3887309907877352e-09,0.0
100.0,1768.0784575137163,231.92154248628367,True,True,0.0,4.6841819312248845e-09,0.0
100.0,1769.4097565367883,230.59024346321166,True,True,0.0,9.125187716563232e-09,0.0
100.0,1770.7410555598603,229.25894444013966,True,True,0.0,1.76669061602297e-08,-4.547473508864641e-13
100.0,1772.0723545829326,227.92764541706742,True,True,0.0,-7.889866537880152e-11,-4.547473508864641e-13
100.0,1773.4036536060048,226.5963463939952,True,True,0.0,-9.984546522900928e-11,0.0
100.0,1774.7349526290768,225.26504737092318,True,True,0.0,-1.2710188457276672e-10,0.0
100.0,1776.066251652149,223.93374834785095,True,True,0.0,-1.6126477930811234e-10,0.0
100.0,1777.3975506752213,222.60244932477872,True,True,0.0,-2.049205249932129e-10,0.0
100.0,1778.7288496982933,221.2711503017067,True,True,0.0,-2.6139446163142566e-10,0.0
100.0,1780.0601487213653,219.9398512786347,True,True,0.0,-3.340403509355383e-10,-4.547473508864641e-13
100.0,1781.3914477444375,218.60855225556247,True,True,0.0,-4.2865622162935324e-10,-4.547473508864641e-13
100.0,1782.7227467675098,217.27725323249024,True,True,0.0,-5.51892753719585e-10,0.0
100.0,1784.0540457905818,215.94595420941823,True,True,0.0,-7.137828106351662e-10,4.547473508864641e-13
